reachability	label
0.88202104621	0
0.959150058144	0
0.88202104621	0
0.871954598313	0
0.770258886206	4
0.698159116187	4
0.68203281107	4
0.665485707081	4
0.662665531422	4
0.660320518619	4
0.648351110152	4
0.635395006097	4
0.633392623171	4
0.628082882316	4
0.611506538619	4
0.608145043177	4
0.594114320625	4
0.590653618347	4
0.586932698745	4
0.574456591728	4
0.572966921931	4
0.568591445782	4
0.566590041086	4
0.565428192748	4
0.563797462516	4
0.561850525283	4
0.561705024187	4
0.556194515444	4
0.556194515444	4
0.555472077816	4
0.554553320521	4
0.550416458847	4
0.550174602062	4
0.548577635299	4
0.545292277767	4
0.534309489216	4
0.532688992498	4
0.532171679177	4
0.528381849692	4
0.518086743843	4
0.51325768834	4
0.509726175237	4
0.509712411847	4
0.499391569033	4
0.490969988414	4
0.468539065378	4
0.463054291129	4
0.463054291129	4
0.463054291129	4
0.463054291129	4
0.532688992498	4
0.518983194616	4
0.500224756784	4
0.500224756784	4
0.500224756784	4
0.500224756784	4
0.745973351977	6
0.526253865197	6
0.503989336156	6
0.471640836381	6
0.459971407641	6
0.452810671933	6
0.44492618363	6
0.409269266503	6
0.408356304147	6
0.405642715037	6
0.401311457404	6
0.400792312378	6
0.393507184624	6
0.390762971674	6
0.390185375926	6
0.384913794837	6
0.382628887986	6
0.382067088964	6
0.382067088964	6
0.378845900061	6
0.36576777221	6
0.36542134815	6
0.362499712243	6
0.358436735885	6
0.353961695405	6
0.344414995004	6
0.335288313534	6
0.33477482798	6
0.334529775242	6
0.325539405323	6
0.325539405323	6
0.324972011994	6
0.310227389879	6
0.307307353002	6
0.304966435944	6
0.29186172775	6
0.28638947021	6
0.282293137731	6
0.276603501427	6
0.276603501427	6
0.276530336127	6
0.272210921669	6
0.265178149469	6
0.265178149469	6
0.265178149469	6
0.265178149469	6
0.265178149469	6
0.265178149469	6
0.739799309559	7
0.720762402884	7
0.714912407765	7
0.690807969546	7
0.677516225912	7
0.670259068245	7
0.658862052733	7
0.655683946482	7
0.647239323478	7
0.643164524079	7
0.622175580011	7
0.618252835986	7
0.615929249577	7
0.584461462967	7
0.579360224368	7
0.575887907239	7
0.57318797989	7
0.573029376606	7
0.560192913231	7
0.533697354252	7
0.527263112837	7
0.523878323115	7
0.52019407409	7
0.509461919116	7
0.507743141829	7
0.507614564867	7
0.504002215177	7
0.497619734388	7
0.484794052507	7
0.477924287452	7
0.452443619659	7
0.452443619659	7
0.445934289139	7
0.439141495215	7
0.38662522846	7
0.377654968827	7
0.377654968827	7
0.334143039993	7
0.334143039993	7
0.334143039993	7
0.334143039993	7
0.793694224333	0
0.782811476602	0
0.777696239105	0
0.742044114819	0
0.736872448989	0
0.731657068936	0
0.727876741306	0
0.704048734795	0
0.67295150015	0
0.656843729042	8
0.37773680192	8
0.376781070052	8
0.331528273967	8
0.331528273967	8
0.331528273967	8
0.331528273967	8
0.644958347491	0
0.627042051343	0
0.626448524417	0
0.610425741657	0
0.607799882471	0
0.602498689567	10
0.595303783638	10
0.587556661111	10
0.567698728329	10
0.544013483735	10
0.538389515916	10
0.529693540258	10
0.521633451812	10
0.513595365916	10
0.491817439441	10
0.483314283634	10
0.461254908526	10
0.461087982845	10
0.461087982845	10
0.450419556653	10
0.449561586468	10
0.426402750416	10
0.424207690555	10
0.422702098844	10
0.390834298826	10
0.376340634214	10
0.365053288059	10
0.355464548527	10
0.328816470123	10
0.323833160794	10
0.323833160794	10
0.323833160794	10
0.323833160794	10
0.596574942977	11
0.546231639718	11
0.538776529106	11
0.531752589715	11
0.513195636653	11
0.505373879506	11
0.501964041819	11
0.500072197134	11
0.498689995612	11
0.497261160018	11
0.494749988329	11
0.485319956075	11
0.485091935466	11
0.482816082415	11
0.481900064689	11
0.47399047626	11
0.465214945489	11
0.460184914443	11
0.453821334018	11
0.451439115273	11
0.439897649844	11
0.438801535611	11
0.436300028957	11
0.435409615657	11
0.429731756653	11
0.426283196872	11
0.425763351047	11
0.417974350847	11
0.416521893225	11
0.413452792578	11
0.41155563303	11
0.408895300654	11
0.407442550234	11
0.407201538343	11
0.406932709508	11
0.404405335221	11
0.388665174673	11
0.386130500276	11
0.386130500276	11
0.38277967863	11
0.378433107807	11
0.376027935455	11
0.373334702506	11
0.366526100855	11
0.360695769187	11
0.359074142308	11
0.357374956926	11
0.35058476787	11
0.345588549485	11
0.337609045945	11
0.337609045945	11
0.328415728466	11
0.327761451999	11
0.32435873712	11
0.32435873712	11
0.32435873712	11
0.32435873712	11
0.32435873712	11
0.32435873712	11
